ID	adj.P.Val	P.Value	t	B	logFC	miRNA_ID	SPOT_ID	SPOT_ID.1
A_25_P00016862	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4712-5p		
A_25_P00016864	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4765		
A_25_P00016866	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4695-3p		
A_25_P00016868	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3158-5p		
A_25_P00016871	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4477a		
A_25_P00016873	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4727-3p		
A_25_P00016877	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4745-3p		
A_25_P00016879	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4664-3p		
A_25_P00016881	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2682-5p		
A_25_P00016883	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4799-5p		
A_25_P00016885	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3691-3p		
A_25_P00016887	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2467-5p		
A_25_P00016889	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4633-5p		
A_25_P00016891	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4758-3p		
A_25_P00016893	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4749-5p		
A_25_P00016895	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4639-3p		
A_25_P00016897	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4694-5p		
A_25_P00016899	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-371b-3p		
A_25_P00016901	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548ag		
A_25_P00016903	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4783-3p		
A_25_P00016906	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3129-3p		
A_25_P00016908	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4740-3p		
A_25_P00016910	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4423-5p		
A_25_P00016912	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3974		
A_25_P00016914	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4446-5p		
A_25_P00016916	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4792		
A_25_P00016918	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4786-3p		
A_25_P00016922	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4539		
A_25_P00016927	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4651		
A_25_P00016929	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4461		
A_25_P00016933	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5096		
A_25_P00016939	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4773		
A_25_P00016941	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4757-3p		
A_25_P00016943	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1343-3p		
A_25_P00016945	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4787-3p		
A_25_P00016947	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4709-3p		
A_25_P00016949	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4780		
A_25_P00016951	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4428		
A_25_P00016953	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4665-5p		
A_25_P00016955	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3150a-5p		
A_25_P00016957	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4785		
A_25_P00016959	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3150b-5p		
A_25_P00016962	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4802-3p		
A_25_P00016965	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4699-5p		
A_25_P00016967	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2682-3p		
A_25_P00016969	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4761-3p		
A_25_P00016971	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4699-3p		
A_25_P00016973	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3160-5p		
A_25_P00016977	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4666a-5p		
A_25_P00016984	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4492		
A_25_P00016990	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548ai		
A_25_P00016994	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4515		
A_25_P00016996	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4761-5p		
A_25_P00016998	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4786-5p		
A_25_P00017002	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4653-5p		
A_25_P00017004	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4667-5p		
A_25_P00017007	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4760-3p		
A_25_P00017009	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4796-5p		
A_25_P00017013	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4661-5p		
A_25_P00017019	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3975		
A_25_P00017021	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2681-3p		
A_25_P00017023	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4800-3p		
A_25_P00017027	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4703-3p		
A_25_P00017029	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4640-3p		
A_25_P00017031	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4796-3p		
A_25_P00017033	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4782-3p		
A_25_P00017035	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4659a-5p		
A_25_P00017041	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4540		
A_25_P00017043	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4480		
A_25_P00017046	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4503		
A_25_P00017048	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4680-3p		
A_25_P00017050	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3977		
A_25_P00017052	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4759		
A_25_P00017054	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4771		
A_25_P00017056	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4441		
A_25_P00017058	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4777-3p		
A_25_P00017060	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4448		
A_25_P00017062	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4735-5p		
A_25_P00017064	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4457		
A_25_P00017066	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4473		
A_25_P00017068	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4704-3p		
A_25_P00017070	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4421		
A_25_P00017072	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4729		
A_25_P00017074	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4424		
A_25_P00017076	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4652-5p		
A_25_P00017078	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1245b-3p		
A_25_P00017080	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4799-3p		
A_25_P00017082	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4789-3p		
A_25_P00017084	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4777-5p		
A_25_P00017086	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4490		
A_25_P00017088	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4684-5p		
A_25_P00017090	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4464		
A_25_P00017092	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548ak		
A_25_P00017094	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3591-5p		
A_25_P00017096	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4778-3p		
A_25_P00017098	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4795-5p		
A_25_P00017101	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4803		
A_25_P00017103	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4639-5p		
A_25_P00017106	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4450		
A_25_P00017108	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4676-5p		
A_25_P00017110	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4637		
A_25_P00017112	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4531		
A_25_P00017114	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4538		
A_25_P00017116	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4784		
A_25_P00017118	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4678		
A_25_P00017120	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4673		
A_25_P00017122	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-203b-3p		
A_25_P00017124	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3155b		
A_25_P00017126	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3689f		
A_25_P00017128	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4465		
A_25_P00017130	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4646-5p		
A_25_P00017134	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4469		
A_25_P00017138	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3189-5p		
A_25_P00017140	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4738-3p		
A_25_P00017142	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-378e		
A_25_P00017146	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4746-3p		
A_25_P00017152	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4518		
A_25_P00017154	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4653-3p		
A_25_P00017156	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4716-3p		
A_25_P00017158	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4470		
A_25_P00017160	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3944-5p		
A_25_P00017163	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4772-3p		
A_25_P00017165	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4746-5p		
A_25_P00017167	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4742-5p		
A_25_P00017169	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-499b-5p		
A_25_P00017171	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4670-5p		
A_25_P00017173	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4524a-5p		
A_25_P00017175	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4801		
A_25_P00017177	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4641		
A_25_P00017180	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4652-3p		
A_25_P00017182	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3145-5p		
A_25_P00017184	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4501		
A_25_P00017186	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548ad-3p		
A_25_P00017189	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4445-5p		
A_25_P00017191	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4419a		
A_25_P00017194	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4633-3p		
A_25_P00017198	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3972		
A_25_P00017200	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4449		
A_25_P00017204	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4726-3p		
A_25_P00017206	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4723-5p		
A_25_P00017208	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3922-5p		
A_25_P00017213	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4718		
A_25_P00017215	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4661-3p		
A_25_P00017217	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4445-3p		
A_25_P00017219	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4730		
A_25_P00017222	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4677-5p		
A_25_P00017224	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4713-5p		
A_25_P00017226	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4512		
A_25_P00017234	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4698		
A_25_P00017236	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4422		
A_25_P00017238	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548al		
A_25_P00017242	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3064-3p		
A_25_P00017244	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3120-5p		
A_25_P00017246	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4451		
A_25_P00017248	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-203b-5p		
A_25_P00017250	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4693-5p		
A_25_P00017252	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4790-3p		
A_25_P00017254	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4474-5p		
A_25_P00017256	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-499b-3p		
A_25_P00017258	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4471		
A_25_P00017260	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4643		
A_25_P00017262	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4474-3p		
A_25_P00017266	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4774-5p		
A_25_P00017270	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4797-5p		
A_25_P00017273	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4529-5p		
A_25_P00017275	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4766-3p		
A_25_P00017279	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4514		
A_25_P00017281	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4647		
A_25_P00017284	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4520-3p		
A_25_P00017286	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4434		
A_25_P00017288	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4713-3p		
A_25_P00017290	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4774-3p		
A_25_P00017295	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4458		
A_25_P00017297	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4659b-5p		
A_25_P00017299	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4782-5p		
A_25_P00017303	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4506		
A_25_P00017305	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4635		
A_25_P00017307	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4804-5p		
A_25_P00017309	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4520-5p		
A_25_P00017311	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4709-5p		
A_25_P00017315	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4423-3p		
A_25_P00017317	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1245b-5p		
A_25_P00017319	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4791		
A_25_P00017323	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-378d		
A_25_P00017325	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3913-3p		
A_25_P00017327	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4723-3p		
A_25_P00017329	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4687-5p		
A_25_P00017331	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4491		
A_25_P00017337	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5588-5p		
A_25_P00017341	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-539-3p		
A_25_P00017343	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548ap-5p		
A_25_P00017345	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548av-5p		
A_25_P00017349	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548aw		
A_25_P00017353	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5681a		
A_25_P00017355	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5001-3p		
A_25_P00017357	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5002-3p		
A_25_P00017360	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-382-3p		
A_25_P00017363	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5590-5p		
A_25_P00017366	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5701		
A_25_P00017369	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5584-3p		
A_25_P00017371	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5010-5p		
A_25_P00017373	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548at-3p		
A_25_P00017375	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548as-3p		
A_25_P00017381	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5580-5p		
A_25_P00017385	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5692a		
A_25_P00017389	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5692b		
A_25_P00017393	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5192		
A_25_P00017395	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5186		
A_25_P00017399	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5682		
A_25_P00017403	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-204-3p		
A_25_P00017405	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5002-5p		
A_25_P00017407	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5681b		
A_25_P00017409	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5000-5p		
A_25_P00017411	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5589-5p		
A_25_P00017413	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5193		
A_25_P00017415	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4999-3p		
A_25_P00017417	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-642b-5p		
A_25_P00017422	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5191		
A_25_P00017424	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5572		
A_25_P00017428	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548at-5p		
A_25_P00017430	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5195-3p		
A_25_P00017432	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1307-5p		
A_25_P00017434	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-584-3p		
A_25_P00017438	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5706		
A_25_P00017440	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5094		
A_25_P00017442	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-212-5p		
A_25_P00017444	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-301a-5p		
A_25_P00017446	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5587-5p		
A_25_P00017450	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5591-5p		
A_25_P00017452	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-374c-3p		
A_25_P00017454	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5009-5p		
A_25_P00017456	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-450a-2-3p		
A_25_P00017458	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1185-2-3p		
A_25_P00017460	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4536-3p		
A_25_P00017462	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5007-3p		
A_25_P00017464	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1295b-5p		
A_25_P00017466	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5197-3p		
A_25_P00017468	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5687		
A_25_P00017470	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548aj-5p		
A_25_P00017472	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5705		
A_25_P00017474	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-365a-5p		
A_25_P00017480	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5583-5p		
A_25_P00017482	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5571-3p		
A_25_P00017484	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5091		
A_25_P00017486	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-514a-5p		
A_25_P00017488	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5087		
A_25_P00017490	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5702		
A_25_P00017492	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5583-3p		
A_25_P00017496	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5008-5p		
A_25_P00017498	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5195-5p		
A_25_P00017506	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5685		
A_25_P00017508	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5690		
A_25_P00017510	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5582-3p		
A_25_P00017514	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1285-5p		
A_25_P00017516	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5189-5p		
A_25_P00017519	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5700		
A_25_P00017526	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5697		
A_25_P00017528	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4632-3p		
A_25_P00017532	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-345-3p		
A_25_P00017536	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5188		
A_25_P00017538	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5585-5p		
A_25_P00017540	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-550a-3-5p		
A_25_P00017542	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5694		
